id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5E5HYgxGMp3BPakHGfKfIB,0.462,0.84,2,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,4
6avcTjapRBq4AL6760uUbF,0.44,0.586,0,-7.472,0,0.0298,0.157,5.61e-06,0.112,0.0771,140.0,4
4U7B8upa2xDTudFoGrBJ6G,0.462,0.914,8,-6.382,1,0.0416,0.00124,0.000125,0.0978,0.326,142.978,4
4dqhnjsX69qGQ7DCMSTY7v,0.447,0.568,2,-9.172,1,0.0423,0.473,0.00028,0.0824,0.309,117.561,4
3KLXqJ0Syps75zQbMxE3xE,0.819,0.829,1,-7.571,0,0.177,0.0852,2.64e-05,0.0753,0.864,115.995,4
2MBBpeGlEvB0ssXnWc1R5P,0.674,0.772,9,-8.414,1,0.0401,0.0101,0.67,0.15,0.928,134.979,4
5sVPOuJJAmidyxU8LjJBVu,0.422,0.99,11,-4.007,1,0.1,0.0033,1.03e-06,0.345,0.174,124.6,4
60qaVLtlpZm2yK435MLVTw,0.567,0.452,0,-8.656,1,0.0333,0.789,0.00256,0.111,0.179,141.329,4
2bBrRe20ZB7pJMQaNJ4nwk,0.742,0.765,0,-6.568,1,0.0315,0.00637,0.0249,0.0731,0.764,112.014,4
03CS8ifzdYuzNCyzshYl7Z,0.375,0.661,6,-7.113,0,0.0362,2.29e-05,0.0135,0.23,0.512,91.611,4
4TJVYq699BO7PagAjXxYhJ,0.431,0.927,6,-9.072,0,0.0432,5.99e-06,0.869,0.42,0.632,109.55,4
1fSASLRRwjPfVPF4vpQ3Gu,0.309,0.307,8,-9.591,1,0.0335,0.869,0.808,0.345,0.0392,103.553,4
6fWwLxUoiAZpZtqOFwG1KL,0.845,0.429,1,-11.706,0,0.0973,0.183,0.267,0.0727,0.443,116.007,4
7iiCeFMoZmZAgv54b8z1YT,0.71,0.649,9,-7.058,1,0.0367,0.218,0.000109,0.105,0.772,120.798,4
1wv5JHXkjjtAm7CwADyOot,0.528,0.766,9,-7.525,1,0.0353,0.0249,0.413,0.352,0.403,127.017,4
21ivnWB0BI4ufevCj5SqyQ,0.574,0.66,9,-6.804,1,0.103,0.0283,0.000301,0.0451,0.579,88.541,4
3gZyxP7keADPPc8lEJWehW,0.568,0.904,6,-4.772,0,0.226,0.00167,2.55e-06,0.11,0.487,169.935,4
7cXuFSLLGDyo3mSm9i7n4t,0.431,0.451,1,-9.064,1,0.0299,0.858,0.267,0.136,0.257,141.406,4
23unqAilZgKoYIcmqCLlUL,0.435,0.788,7,-9.185,1,0.0384,6.05e-05,0.00611,0.19,0.736,165.047,4
5mSZLysuAtdNA21mbOm0sx,0.345,0.811,1,-11.948,0,0.0654,0.0606,0.0466,0.357,0.625,142.834,4
6r4AXTGjbmmqlvbICUPP13,0.765,0.883,1,-7.626,1,0.132,0.0034,0.0,0.372,0.881,161.031,4
3BAZa1WlbTZoWPoKcJRtE2,0.291,0.8,0,-8.02,1,0.0422,0.0772,0.00177,0.0953,0.499,174.713,3
130CiCdXlU4ytUC7t6YntZ,0.409,0.249,3,-13.905,0,0.0386,0.983,0.925,0.11,0.0368,129.627,4
3U12nxwFolQ6hsG6zcyEqc,0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,4
57Xjny5yNzAcsxnusKmAfA,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,4
3WJ5nYyzuWBzEcSNxcbRhg,0.56,0.908,1,-4.988,1,0.0557,0.000488,0.835,0.361,0.641,115.03,4
417n6UbUWOdel5iXcROCd0,0.809,0.876,6,-6.504,1,0.0602,0.0192,8.76e-05,0.372,0.835,118.982,4
1NxiyjhHTiqNmZJn7K8KqN,0.731,0.58,9,-11.053,0,0.0431,0.477,0.353,0.197,0.195,125.039,4
0Iqz2cEBw110kqrJ9Mj6P5,0.594,0.527,0,-8.022,1,0.379,0.206,0.00197,0.338,0.386,111.131,4
4DQ1VuWATAvpueRqTTqFQp,0.595,0.696,4,-4.551,1,0.0311,0.0492,0.0,0.12,0.725,131.561,4
0PGnwDPPMoJ1s49hQQXHFR,0.497,0.675,2,-7.442,1,0.0332,0.0035,0.000367,0.219,0.338,79.965,4
5ifWjwfK1QclwoqC8axwmQ,0.694,0.401,8,-10.796,1,0.0606,0.0372,0.0148,0.104,0.637,77.758,1
4T1s4K5sbOi8dXyF3gLgfd,0.129,0.962,9,-4.327,1,0.0706,1.55e-06,0.825,0.0968,0.324,170.165,4
42znGidIOJnUV9YOIE5BBn,0.336,0.543,2,-8.483,0,0.0544,0.171,4.24e-06,0.0661,0.258,136.92,4
6i99ThziImjuFABb8rUQvy,0.574,0.925,6,-2.766,0,0.0463,0.00164,0.0243,0.115,0.369,125.501,4
3pqcyWKxdpv6yVIzRAuBzF,0.293,0.581,7,-13.786,1,0.0461,0.0199,0.652,0.266,0.217,159.952,4
4kVH9A6ZiPe0wK7lv9jwAn,0.76,0.537,9,-11.453,0,0.0388,0.544,0.0285,0.066,0.734,115.014,4
0DPdnWavHdhB5hJ6O0qS6d,0.833,0.716,9,-11.265,1,0.04,0.533,0.0,0.058,0.9,104.8,4
6AqFR4UHMbdlMPcJGrynXV,0.589,0.274,2,-12.442,1,0.031,0.302,0.000829,0.107,0.23,95.666,4
7A6kJKKfiYo0YBn2oqoyyh,0.537,0.726,7,-3.578,1,0.0363,0.000325,0.00151,0.281,0.391,135.066,4
0bCWfvj8dDqCcN0WgTJLYZ,0.513,0.956,5,-5.407,0,0.159,0.00381,0.0,0.391,0.458,150.181,4
2v5TnFxJacCww28uvXUX1r,0.489,0.757,8,-6.781,0,0.0341,0.188,0.129,0.19,0.123,132.002,4
53QNhk9jqnhowWjzb5cMmR,0.591,0.691,5,-9.739,0,0.0285,0.00517,0.728,0.347,0.561,150.002,4
6awGeLHTgIOVBuHtwI6hat,0.578,0.696,1,-6.866,1,0.0307,4.85e-05,0.874,0.142,0.219,119.999,4
49wHCjiu34kM3VRgumQ1tJ,0.54,0.746,7,-9.412,1,0.045,0.13,8.73e-06,0.0976,0.826,163.809,4
3h5nkI3ot07u8h03T15hfi,0.705,0.862,0,-5.962,0,0.0921,0.0884,0.918,0.26,0.424,125.303,4
0TA4r8kEKQz0one72rIv7f,0.606,0.428,7,-8.435,1,0.0391,0.127,0.614,0.131,0.292,145.992,4
6umqcYk4bRL8OaECbzqLZ1,0.64,0.614,8,-7.428,0,0.0271,0.0161,6.7e-06,0.0951,0.826,94.001,4
66gZi8vqwjBHJZhcidHLyG,0.308,0.35,1,-11.179,0,0.0328,0.318,1.07e-06,0.125,0.213,143.679,3
3s1Lfb2qxTL9r2apOFfIYD,0.324,0.948,9,-4.609,1,0.0522,8.85e-06,0.561,0.165,0.342,90.542,4
37uhDMKdcqZbj80LGZCHPN,0.506,0.832,7,-3.913,1,0.0596,0.00154,2.15e-05,0.087,0.32,140.903,4
3i10mtYVZPyoxorz6C19xE,0.888,0.54,1,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,4
1BrI8GZkG9Rd8Gvx4nBf9Y,0.354,0.877,11,-4.817,1,0.065,0.00501,0.0245,0.348,0.388,129.879,4
2VbIou1DtUewZVgfte6kIW,0.604,0.808,0,-6.135,0,0.0438,0.0126,0.0813,0.484,0.369,128.958,4
0VqktBKS7Outw5aTUuL8s0,0.523,0.598,10,-9.364,0,0.0265,0.0225,0.805,0.301,0.522,76.713,4
5d5LfzyA5IqqEr31Wxjw2Y,0.826,0.317,11,-11.078,0,0.27,0.138,0.304,0.382,0.293,116.017,3
2ioX7RkIUONl76p2relj8r,0.475,0.518,7,-9.665,1,0.0639,0.000946,0.00425,0.0907,0.513,104.0,4
10tlq5YUvPL5b0amy5nUL3,0.403,0.206,4,-17.154,1,0.0522,0.829,0.843,0.136,0.5,90.689,4
7a0fEwmYh6Sx5gxszvHlMf,0.631,0.61,4,-7.048,0,0.118,0.0518,0.183,0.185,0.208,90.025,4
3dBgEBXZvYLshrZ0ATB7fT,0.739,0.846,8,-5.647,1,0.0486,0.277,0.544,0.14,0.353,100.007,4
57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4
47cNDW1xyM03mT2kseO41a,0.566,0.663,8,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,4
5DamCARBr1qv1aiPS2Hip9,0.675,0.622,10,-6.251,1,0.0234,0.247,0.45,0.107,0.662,108.002,4
0PGnwDPPMoJ1s49hQQXHFR,0.497,0.675,2,-7.442,1,0.0332,0.0035,0.000367,0.219,0.338,79.965,4
6hQhxIiK1oVVtJxkkTPbnh,0.636,0.254,1,-13.669,0,0.0311,0.635,0.00365,0.129,0.392,80.487,3
1ce4NaAQMy8mM8f3rzaJ8a,0.663,0.819,5,-5.046,0,0.185,0.528,4.31e-05,0.527,0.797,120.057,4
35lGaq45JPD4O2ApXLu8el,0.477,0.585,8,-8.717,1,0.0394,0.411,0.255,0.12,0.0337,170.022,4
78Gzxi27GuNHTfkn2BylG4,0.547,0.596,11,-6.044,1,0.0339,8.02e-05,0.739,0.273,0.584,116.17,4
45hfMaXmzdvEt92BeCdu8f,0.328,0.0699,2,-19.37,1,0.0425,0.908,0.843,0.0897,0.106,91.372,4
7nMlbqphtRihR99FYtaPc9,0.496,0.871,1,-3.857,1,0.0465,0.00607,0.000249,0.335,0.372,114.038,4
3Xy4XTx8YUspuzOAP1VteX,0.672,0.129,4,-12.984,1,0.0336,0.888,6.03e-05,0.0891,0.17,114.935,4
4ulOJhLqbDeBFEbYVX6yjG,0.561,0.798,10,-4.619,0,0.0389,0.0219,0.217,0.109,0.422,93.028,4
0zKB4wRYSO6mgaqPm68VW9,0.478,0.671,10,-7.399,1,0.031,0.0246,0.0139,0.0741,0.391,90.058,4
0bCWfvj8dDqCcN0WgTJLYZ,0.513,0.956,5,-5.407,0,0.159,0.00381,0.0,0.391,0.458,150.181,4
5dqj8JhqK2MVCRLAQC2MG8,0.602,0.45,3,-10.715,1,0.266,0.857,0.037,0.278,0.486,158.032,4
4vFVZyn6RdvrXpeEqsTas6,0.567,0.666,0,-9.647,1,0.0298,0.0244,0.251,0.107,0.251,106.001,4
6GBYnyMRtW43bVnwJQoiDA,0.712,0.7,7,-3.272,1,0.0318,0.16,0.0,0.0586,0.723,99.996,4
0iOuOHywtfaQEcWKeyuH3m,0.313,0.0516,2,-17.754,0,0.0443,0.986,0.00652,0.0938,0.0846,86.103,3
1XfydTBaDChT4J9K4bng5L,0.441,0.532,9,-13.569,1,0.0333,3.4e-05,0.603,0.252,0.408,103.67,4
3h1iu4HvBlLqRuft2kJEcr,0.766,0.806,8,-10.011,1,0.0403,0.124,0.171,0.119,0.76,123.509,4
0WIbzDVEpmOyBnqqdtqIL9,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,4
3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,4
0NQobWhMQiDH9kBoTLZn88,0.275,0.933,2,-5.14,0,0.0879,6.86e-05,0.0457,0.206,0.164,100.47,4
09RYDCoPd0hiw5RS1gEK8i,0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,4
7yt10HaB4Pg0c7pncxzqIp,0.673,0.224,9,-11.673,1,0.0327,0.916,2.24e-05,0.868,0.572,114.724,4
5i5LHbxQdOylqIx3Nxb17x,0.765,0.522,0,-9.466,1,0.301,0.356,0.00631,0.154,0.541,96.792,4
0xtRShSDM9MNsaARH6hJkF,0.788,0.533,4,-8.81,1,0.0573,0.119,1.29e-05,0.212,0.633,131.047,4
29QBsdNXpbe5kUiWwoUgvs,0.798,0.403,11,-12.985,1,0.0445,0.727,0.00751,0.151,0.733,137.99,4
7Hzt5M3AYK5QuSGYBQqPhB,0.542,0.872,9,-2.553,1,0.0402,0.0495,9.81e-05,0.0823,0.311,137.976,4
7wBWg3hTj2MUFe02GhMBkA,0.774,0.714,0,-5.009,0,0.0427,0.00388,0.000466,0.045,0.811,111.964,4
72TPbqNS18yOlXa5USPSSo,0.232,0.719,11,-6.255,1,0.0428,0.000118,0.000226,0.119,0.323,165.906,4
5J9mGwGg5EPicjcKeIpTZm,0.361,0.433,2,-13.35,0,0.0671,0.617,0.0376,0.0924,0.318,139.911,4
3ddOWDfZYwkG1uLfN7JNOg,0.359,0.802,5,-2.945,1,0.0528,0.00687,1.54e-05,0.398,0.433,152.481,4
1iWY5c6rZ1Nb7THshcuf6l,0.683,0.874,5,-4.824,0,0.387,0.173,3.03e-06,0.202,0.687,120.074,4
60CirPlTOEWOUBus7HxV3B,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,4
31qXplFmLu7xuTfvBEgDij,0.873,0.809,5,-4.788,0,0.0369,0.256,0.00049,0.142,0.92,118.01,4
35E2eKIEXXnP5q9L51iOAk,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,4
5G8fWQnQ9wmfTONh8yKc0a,0.861,0.662,7,-5.666,1,0.0818,0.081,1.18e-05,0.101,0.658,120.029,4
3b9xmyHRcolDEoaECLJ3OF,0.545,0.365,6,-8.97,1,0.0396,0.136,4.86e-06,0.201,0.233,150.125,4
2Ae2VlenYZ1Aa0tubTWUzt,0.444,0.786,2,-6.361,1,0.0384,0.000317,0.461,0.258,0.67,80.008,4
5pQI4osudR5207IiprBP7J,0.163,0.198,7,-20.693,0,0.0359,0.899,0.921,0.108,0.0867,82.968,3
52oIvQ4IigJNawWR1wDhdb,0.519,0.41,9,-16.927,1,0.0606,0.847,0.48,0.148,0.327,107.28,4
1FfWGKtFccQUxGMXa5oMNr,0.488,0.775,4,-9.387,1,0.0567,0.0435,0.000443,0.181,0.826,81.004,4
2rWeNybwVZTWEbkb9JOjcz,0.627,0.378,1,-9.1,0,0.0382,0.253,0.000104,0.143,0.221,77.982,4
0iq5dLH4zzEeKABUDi9xxC,0.394,0.247,11,-11.551,0,0.0319,0.812,0.0259,0.112,0.125,117.113,4
4pyjLWakoRXClNU2jRGVHJ,0.687,0.596,2,-9.219,0,0.0614,0.349,0.196,0.107,0.731,159.968,4
7tZdkPtebOG29TzPPHlsem,0.688,0.349,6,-7.182,0,0.27,0.241,0.685,0.374,0.433,169.773,4
2LUVo82IKIpCuBNSaqF0G8,0.47,0.913,7,-10.196,1,0.0343,6.59e-05,0.267,0.222,0.977,130.425,4
3lNZ6D07GaS3CUPLz8QS81,0.356,0.899,3,-6.211,1,0.243,0.00755,0.0,0.28,0.456,140.82,4
7mnnCaWiLtsbOQEExjWeHc,0.667,0.65,0,-8.015,1,0.0353,0.337,2.48e-05,0.139,0.408,125.994,4
1EmimnysAUBhiy8rDbNN01,0.747,0.875,1,-5.635,1,0.0282,0.00733,1.1e-06,0.184,0.913,115.967,4
5GbVzc6Ex5LYlLJqzRQhuy,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5
67LyilCFvsLvoC7zEBPcKK,0.616,0.824,6,-3.646,0,0.128,0.00658,0.0257,0.3,0.206,125.024,4
7CUePB3Lb3EMnNZEuQDMgN,0.832,0.396,1,-14.664,1,0.245,0.0136,0.807,0.0908,0.216,95.717,4
6GUQaa74JUSziJ9TT29Ghg,0.553,0.512,5,-7.759,1,0.0465,0.569,3.87e-05,0.107,0.259,94.96,4
06lw2dBFqdXhAErz7Xz9Zs,0.732,0.408,11,-8.475,1,0.036,0.747,0.000229,0.069,0.663,87.015,4
4rCrSoFxqRFmnHQyFGlkbA,0.688,0.737,6,-9.31,0,0.0678,0.0769,0.641,0.114,0.666,131.042,4
7MAzRpjDMz2lXud79eIBpD,0.275,0.376,2,-5.798,1,0.029,0.35,6.16e-06,0.114,0.325,137.545,4
7cXuFSLLGDyo3mSm9i7n4t,0.431,0.451,1,-9.064,1,0.0299,0.858,0.267,0.136,0.257,141.406,4
6jBKigEE4UpWHuTitAqAdG,0.443,0.685,2,-6.231,0,0.0302,0.606,0.283,0.14,0.171,157.847,3
4bPDnXNDvP3SaLuFROJO9c,0.584,0.81,0,-6.308,1,0.0308,0.00899,0.00104,0.0789,0.865,87.094,4
1rLLgvkuwIo283zIYeTff5,0.333,0.993,7,-3.625,1,0.16,7.4e-05,0.822,0.729,0.358,104.379,4
53E4QuExlZmvvm4dvnatem,0.683,0.47,11,-15.561,1,0.0494,0.0268,0.827,0.11,0.205,128.02,4
6tuiDRFaXOBqFLpeTBjAAn,0.521,0.855,9,-3.348,1,0.0686,0.0223,5.54e-06,0.0869,0.257,158.744,4
6cGdaUtU9aPow49qHXOqMt,0.818,0.867,10,-4.864,0,0.0756,0.0725,0.842,0.0613,0.921,117.003,4
6q2T5xXao6mTS6LLE88L84,0.747,0.571,9,-12.9,0,0.086,0.48,1.05e-06,0.242,0.965,91.838,4
4HjhmmTtp50Juw8YIFaTlt,0.557,0.813,0,-8.919,1,0.053,0.0022,0.124,0.533,0.261,124.037,4
6uXpxCHXeJAQM4qiSGDsd5,0.823,0.648,0,-7.824,0,0.0496,0.0443,0.455,0.0818,0.335,119.999,4
5or3iDhIcrcAl9oIajcM80,0.623,0.843,0,-5.247,1,0.0363,0.059,0.0,0.35,0.448,144.992,4
4hvogg26QxhiwZejv9nNae,0.536,0.704,10,-7.612,1,0.0417,0.0932,0.0,0.227,0.702,103.134,4
3yZZhCSCVioLeUVPKs9mLI,0.802,0.648,1,-8.515,1,0.08,0.386,0.00896,0.0934,0.857,106.057,4
3mU67YAZoGcENLRTu6gLxe,0.2,0.63,5,-5.679,1,0.0291,0.000713,0.0879,0.137,0.145,42.956,4
0ljqsKHYQHnxGC6s5BAhlS,0.541,0.882,3,-3.929,0,0.219,0.158,0.0,0.079,0.423,142.867,4
1HzfSdHgnSPMwS8jgFa4Ls,0.643,0.654,7,-10.859,0,0.0615,0.758,0.697,0.667,0.372,105.965,4
5gEni4dmBqme8fyPcyWYiK,0.482,0.866,7,-4.534,1,0.0293,0.000368,0.116,0.247,0.372,147.994,4
4sVKF8qaWjwt9WatIfXAHU,0.543,0.922,5,-5.521,1,0.112,0.0598,0.159,0.109,0.73,121.984,4
7Mye3lFUnn4dJb7S74Bsq4,0.619,0.548,1,-9.016,0,0.0734,0.39,4.76e-05,0.184,0.13,99.997,4
6JQuQDxuYuNGw00a2D66cM,0.707,0.897,5,-6.16,1,0.0574,0.107,0.000965,0.215,0.507,122.999,4
3cr3oAP4bQFNjZBV7ElKaB,0.328,0.32,1,-10.282,1,0.035,0.324,0.019,0.234,0.259,111.453,4
2lMz0GpZwsEdCUEHGL9J4e,0.875,0.408,10,-10.056,1,0.247,0.841,0.183,0.0579,0.472,131.972,4
0Q2YGyMeeZMAvzebtxoQ5f,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,4
00CZnrrKWJRSb20sLxRNXd,0.469,0.827,9,-4.363,0,0.0343,0.000307,0.000801,0.189,0.698,154.908,4
5AxmkkmUSGjEOqYYU5RlNb,0.713,0.677,0,-6.301,1,0.0332,0.302,0.00924,0.162,0.884,149.959,4
6peVCJCHKSJBMggL6ndtbB,0.59,0.608,1,-9.083,1,0.0266,0.207,0.733,0.211,0.536,129.393,4
3bUIOrfUeu37uEyfTVjK3z,0.569,0.598,9,-6.203,0,0.0264,0.042,0.343,0.336,0.344,99.995,4
2YIOkqKgg3jZEFoL5qcEPT,0.167,0.921,6,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,4
4qgNoDm7QIpbtt3qB96RzY,0.484,0.754,6,-6.326,0,0.0383,0.00011,0.806,0.123,0.399,124.971,4
2k0HXdTDW28JFAaS8TaHeA,0.289,0.619,0,-5.97,1,0.125,0.877,0.0298,0.397,0.197,72.139,3
6nFdjV1Ko66O111x74K2kn,0.577,0.464,7,-7.943,1,0.024,0.0979,1.3e-06,0.154,0.346,90.557,4
0NnVzBW6TJLaEzcyXjqRDH,0.548,0.699,2,-7.149,0,0.0517,0.0223,0.000392,0.0903,0.308,132.798,4
3xH1yKTXR7XeuBuIoikbwy,0.351,0.724,3,-5.888,1,0.0315,0.00202,0.00144,0.113,0.196,147.343,4
2PoSxZdnV7rL1Bxlh0vmuv,0.701,0.558,1,-8.002,1,0.0285,0.814,0.000936,0.15,0.408,135.963,4
2PLi7OmleXPNBrGLon3sUy,0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,4
3DQVgcqaP3iSMbaKsd57l5,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,4
105X09ekRhUsv8R9VryTn0,0.595,0.838,11,-4.878,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,4
35E2eKIEXXnP5q9L51iOAk,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,4
0lIoY4ZQsdn5QzhraM9o9u,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,4
2j1GZkUfbUpTjyETN9WRX7,0.592,0.8,7,-6.086,1,0.0285,0.0225,6.35e-05,0.17,0.838,138.759,4
7mo6cj0UrVESCoElnGRinf,0.545,0.421,0,-7.201,1,0.0276,0.0469,2.28e-06,0.214,0.314,149.955,4
2W9OF8EQKVl6dexLio5REX,0.314,0.614,5,-9.619,0,0.0403,0.633,0.687,0.135,0.324,169.899,4
0Gqhy0hklsZcqY3acKxn1Y,0.669,0.719,0,-7.536,1,0.0284,0.301,9.99e-05,0.14,0.762,124.519,4
6V7euU43TJZwloWptQWbfG,0.346,0.177,0,-8.527,1,0.0324,0.797,3.8e-06,0.0791,0.0712,125.358,4
2IwbIGkquI55VOzcWUg8fg,0.662,0.845,5,-6.173,0,0.0352,0.0211,0.108,0.342,0.679,114.957,4
6sWEabVXlyj2wd3LgpckDR,0.455,0.229,8,-13.057,1,0.0318,0.531,3.36e-06,0.111,0.229,79.059,4
6TkpT2UvBKiuPlb3LVHjaq,0.535,0.605,5,-9.144,0,0.287,0.51,0.286,0.188,0.662,202.06,4
4spfRBAAdrMKR35lZWrgYF,0.468,0.841,4,-3.263,1,0.0294,0.085,0.00195,0.187,0.574,185.966,4
1sSvW3qRh5Om9Bzn6ohWE1,0.543,0.927,0,-5.209,1,0.0755,0.000342,0.543,0.0327,0.354,120.097,4
0ssDtBMEP8pgr8ZVy006eX,0.559,0.601,0,-6.091,1,0.0306,0.48,0.0104,0.374,0.618,126.304,4
49UDOG8DoBajXTJSTqfRMg,0.599,0.742,11,-6.886,1,0.0419,0.0488,0.32,0.0916,0.493,131.014,4
1KnNbJ2Btm3AgpGQDy9utV,0.466,0.858,11,-6.472,1,0.0335,0.0033,0.728,0.108,0.144,134.022,4
1dodXRvoA4SaudsD335WyI,0.203,0.23,11,-16.7,1,0.0298,0.481,0.865,0.158,0.0593,81.058,4
376W9y1HicyWrGiHInYdzZ,0.428,0.938,4,-5.434,0,0.148,0.0144,0.0,0.372,0.18,105.691,4
64i03glFGAz9KrD1SMaeBj,0.377,0.976,6,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,4
2pRilzRQGc3pAIlpZWYgZG,0.656,0.639,10,-12.546,0,0.0331,0.256,0.483,0.0763,0.626,100.995,5
4dhMpUABlcPh8lPt2LaSlB,0.28,0.406,8,-8.106,1,0.0312,0.507,0.0975,0.117,0.188,172.765,4
5rGD8FFgHw74cp3RPhucyg,0.415,0.72,7,-11.177,1,0.0492,0.481,0.0,0.185,0.619,176.785,4
4droTj7wxmaPFhaJ1fI3D4,0.464,0.576,9,-8.315,1,0.0343,0.477,0.968,0.118,0.0666,143.931,4
1KKuoYESWoUGsau6YYoEMl,0.14,0.641,0,-10.435,1,0.0422,0.000243,0.837,0.108,0.352,170.207,4
4LqnVwGQlJQ7HvW8tEA9vp,0.553,0.74,9,-5.54,1,0.0363,0.0987,0.0,0.134,0.656,115.957,4
4Ve0Jx7MXjU4aPrFHJRZK7,0.836,0.681,2,-3.793,0,0.0434,0.285,0.0,0.0729,0.854,81.554,4
3SliuInyApsQsaDwCDbbvY,0.545,0.647,1,-9.257,0,0.0333,0.721,0.817,0.173,0.177,111.011,4
77RHNGjtLP4UlIb7FW1uOu,0.398,0.915,2,-5.573,1,0.0539,0.0412,0.0582,0.345,0.721,81.116,4
1ZnXuijpwEBjhNxpEnb8WH,0.373,0.679,0,-9.195,1,0.0393,7.83e-05,0.116,0.247,0.42,90.974,4
2jFRgw5CTWcTZgqbaBOFSO,0.831,0.276,0,-12.188,1,0.0721,0.324,0.257,0.112,0.0686,119.991,4
0bCWfvj8dDqCcN0WgTJLYZ,0.513,0.956,5,-5.407,0,0.159,0.00381,0.0,0.391,0.458,150.181,4
3YO2W2dT868iKrpLWKYbFA,0.571,0.631,4,-6.36,0,0.326,0.817,0.204,0.0858,0.587,169.829,4
1COTIPg7kMZRfcGA9Czn1k,0.759,0.617,9,-8.984,0,0.0781,0.0386,0.00119,0.103,0.507,106.639,4
6X1qkAaZoCIgcrqyeRJP8L,0.487,0.797,6,-5.634,0,0.0697,9.37e-05,0.0826,0.248,0.452,156.016,4
49gkuMt6ngca8Rxj09RQKv,0.532,0.925,1,-5.289,1,0.0761,0.164,0.119,0.103,0.62,92.987,4
1HX4lF2V49l1QKSjlVyxiQ,0.575,0.56,2,-8.01,0,0.0298,0.416,4.17e-06,0.305,0.357,134.936,4
3jBCwLVmmfKUH8321N4bdd,0.226,0.585,2,-9.965,1,0.0343,0.128,0.0233,0.112,0.655,180.495,3
0XXeibN9huBJlacORFGxoZ,0.398,0.607,1,-7.282,1,0.0546,0.49,0.00504,0.196,0.275,89.884,4
31Ocb5xOyTkjIyv7FdBF05,0.469,0.592,1,-6.934,0,0.0427,0.331,0.0539,0.11,0.377,76.689,4
2WhRJwrsy57H5Mm1P3lykJ,0.393,0.649,4,-9.103,0,0.0541,0.69,0.0,0.159,0.697,114.054,4
4wNATViXFXHOKsGgEehnBT,0.415,0.782,2,-6.745,1,0.0461,0.0011,0.0,0.14,0.564,135.029,4
5OBUmFuhkit7MYdaVZc2bs,0.434,0.596,9,-10.013,0,0.16,0.518,0.493,0.122,0.139,89.0,4
3tzU46wNOVaFiYRNtNYY66,0.67,0.87,2,-4.825,1,0.0356,0.0394,3.01e-06,0.101,0.902,120.011,4
45CD4jgJgzHzlXVN9QasqM,0.611,0.931,9,-5.043,1,0.0921,0.00966,0.000125,0.593,0.9,122.0,4
0F0rEiDb8Cw2HUSuOhzHoh,0.508,0.797,1,-5.412,0,0.0259,0.257,0.208,0.701,0.479,153.953,4
4h9pwQbHEz9HSGeOE8UMf4,0.383,0.835,8,-5.07,1,0.049,0.0194,0.189,0.153,0.17,120.268,4
4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
6WtYaLMrdr2CKmUL59IRcz,0.732,0.657,1,-4.628,0,0.0505,0.00396,0.00072,0.121,0.903,122.039,4
6Ca3uEAuun3HusTUiIXKs1,0.353,0.866,2,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,4
05AJQJpTZtI2KJF3MrtMI4,0.568,0.276,10,-8.549,1,0.0304,0.896,0.0,0.1,0.231,119.51,4
0M4GK1taHqdIOuvXnEJFiw,0.789,0.446,10,-8.264,0,0.0942,0.00454,0.0893,0.23,0.508,118.011,4
6DwVAGeeP7lDQIqKbjzjxi,0.777,0.693,1,-10.473,1,0.439,0.246,0.0139,0.249,0.485,126.005,4
7FXh2KJzU0WUv6TPoaN9EA,0.951,0.464,2,-5.252,1,0.0477,0.0704,0.0332,0.135,0.947,137.039,4
